BUN1B                1.0                 
CAVL011              1.0                 
CAVL012              1.0                 
CAVL013              1.0                 
CAVL014              1.0                 
CAVL015              1.0                 
CAVL016              1.0                 
CAVL017              1.0                 
CAVL018              1.0                 
CAVL021              1.0                 
CAVL022              1.0                 
CAVL023              1.0                 
CAVL024              1.0                 
CAVL025              1.0                 
CAVL026              1.0                 
CAVL027              1.0                 
CAVL028              1.0                 
CAVL031              1.0                 
CAVL032              1.0                 
CAVL033              1.0                 
CAVL034              1.0                 
CAVL035              1.0                 
CAVL036              1.0                 
CAVL037              1.0                 
CAVL038              1.0                 
CAVC011              1.0                 
CAVC012              1.0                 
CAVC013              1.0                 
CAVC014              1.0                 
CAVC015              1.0                 
CAVC016              1.0                 
CAVC017              1.0                 
CAVC018              1.0                 
CAVC021              1.0                 
CAVC022              1.0                 
CAVC023              1.0                 
CAVC024              1.0                 
CAVC025              1.0                 
CAVC026              1.0                 
CAVC027              1.0                 
CAVC028              1.0                 
CAVL041              1.0                 
CAVL042              1.0                 
CAVL043              1.0                 
CAVL044              1.0                 
CAVL045              1.0                 
CAVL046              1.0                 
CAVL047              1.0                 
CAVL048              1.0                 
CAVL051              1.0                 
CAVL052              1.0                 
CAVL053              1.0                 
CAVL054              1.0                 
CAVL055              1.0                 
CAVL056              1.0                 
CAVL057              1.0                 
CAVL058              1.0                 
CAVL061              1.0                 
CAVL062              1.0                 
CAVL063              1.0                 
CAVL064              1.0                 
CAVL065              1.0                 
CAVL066              1.0                 
CAVL067              1.0                 
CAVL068              1.0                 
CAVL071              1.0                 
CAVL072              1.0                 
CAVL073              1.0                 
CAVL074              1.0                 
CAVL075              1.0                 
CAVL076              1.0                 
CAVL077              1.0                 
CAVL078              1.0                 
CAVL081              1.0                 
CAVL082              1.0                 
CAVL083              1.0                 
CAVL084              1.0                 
CAVL085              1.0                 
CAVL086              1.0                 
CAVL087              1.0                 
CAVL088              1.0                 
CAVL091              1.0                 
CAVL092              1.0                 
CAVL093              1.0                 
CAVL094              1.0                 
CAVL095              1.0                 
CAVL096              1.0                 
CAVL097              1.0                 
CAVL098              1.0                 
CAVL101              1.0                 
CAVL102              1.0                 
CAVL103              1.0                 
CAVL104              1.0                 
CAVL105              1.0                 
CAVL106              1.0                 
CAVL107              1.0                 
CAVL108              1.0                 
CAVL111              1.0                 
CAVL112              1.0                 
CAVL113              1.0                 
CAVL114              1.0                 
CAVL115              1.0                 
CAVL116              1.0                 
CAVL117              1.0                 
CAVL118              1.0                 
CAVL121              1.0                 
CAVL122              1.0                 
CAVL123              1.0                 
CAVL124              1.0                 
CAVL125              1.0                 
CAVL126              1.0                 
CAVL127              1.0                 
CAVL128              1.0                 
CAVL131              1.0                 
CAVL132              1.0                 
CAVL133              1.0                 
CAVL134              1.0                 
CAVL135              1.0                 
CAVL136              1.0                 
CAVL137              1.0                 
CAVL138              1.0                 
CAVL141              1.0                 
CAVL142              1.0                 
CAVL143              1.0                 
CAVL144              1.0                 
CAVL145              1.0                 
CAVL146              1.0                 
CAVL147              1.0                 
CAVL148              1.0                 
CAVL151              1.0                 
CAVL152              1.0                 
CAVL153              1.0                 
CAVL154              1.0                 
CAVL155              1.0                 
CAVL156              1.0                 
CAVL157              1.0                 
CAVL158              1.0                 
CAVL161              1.0                 
CAVL162              1.0                 
CAVL163              1.0                 
CAVL164              1.0                 
CAVL165              1.0                 
CAVL166              1.0                 
CAVL167              1.0                 
CAVL168              1.0                 
CAVL171              1.0                 
CAVL172              1.0                 
CAVL173              1.0                 
CAVL174              1.0                 
CAVL175              1.0                 
CAVL176              1.0                 
CAVL177              1.0                 
CAVL178              1.0                 
CAVL181              1.0                 
CAVL182              1.0                 
CAVL183              1.0                 
CAVL184              1.0                 
CAVL185              1.0                 
CAVL186              1.0                 
CAVL187              1.0                 
CAVL188              1.0                 
