CAVL191              1.0                 
CAVL192              1.0                 
CAVL193              1.0                 
CAVL194              1.0                 
CAVL195              1.0                 
CAVL196              1.0                 
CAVL197              1.0                 
CAVL198              1.0                 
CAVL201              1.0                 
CAVL202              1.0                 
CAVL203              1.0                 
CAVL204              1.0                 
CAVL205              1.0                 
CAVL206              1.0                 
CAVL207              1.0                 
CAVL208              1.0                 
CAVL211              1.0                 
CAVL212              1.0                 
CAVL213              1.0                 
CAVL214              1.0                 
CAVL215              1.0                 
CAVL216              1.0                 
CAVL217              1.0                 
CAVL218              1.0                 
CAVL221              1.0                 
CAVL222              1.0                 
CAVL223              1.0                 
CAVL224              1.0                 
CAVL225              1.0                 
CAVL226              1.0                 
CAVL227              1.0                 
CAVL228              1.0                 
CAVL231              1.0                 
CAVL232              1.0                 
CAVL233              1.0                 
CAVL234              1.0                 
CAVL235              1.0                 
CAVL236              1.0                 
CAVL237              1.0                 
CAVL238              1.0                 
CAVL241              1.0                 
CAVL242              1.0                 
CAVL243              1.0                 
CAVL244              1.0                 
CAVL245              1.0                 
CAVL246              1.0                 
CAVL247              1.0                 
CAVL248              1.0                 
CAVL251              1.0                 
CAVL252              1.0                 
CAVL253              1.0                 
CAVL254              1.0                 
CAVL255              1.0                 
CAVL256              1.0                 
CAVL257              1.0                 
CAVL258              1.0                 
CAVL261              1.0                 
CAVL262              1.0                 
CAVL263              1.0                 
CAVL264              1.0                 
CAVL265              1.0                 
CAVL266              1.0                 
CAVL267              1.0                 
CAVL268              1.0                 
CAVL271              1.0                 
CAVL272              1.0                 
CAVL273              1.0                 
CAVL274              1.0                 
CAVL275              1.0                 
CAVL276              1.0                 
CAVL277              1.0                 
CAVL278              1.0                 
CAVL281              1.0                 
CAVL282              1.0                 
CAVL283              1.0                 
CAVL284              1.0                 
CAVL285              1.0                 
CAVL286              1.0                 
CAVL287              1.0                 
CAVL288              1.0                 
CAVL291              1.0                 
CAVL292              1.0                 
CAVL293              1.0                 
CAVL294              1.0                 
CAVL295              1.0                 
CAVL296              1.0                 
CAVL297              1.0                 
CAVL298              1.0                 
CAVL301              1.0                 
CAVL302              1.0                 
CAVL303              1.0                 
CAVL304              1.0                 
CAVL305              1.0                 
CAVL306              1.0                 
CAVL307              1.0                 
CAVL308              1.0                 
CAVL311              1.0                 
CAVL312              1.0                 
CAVL313              1.0                 
CAVL314              1.0                 
CAVL315              1.0                 
CAVL316              1.0                 
CAVL317              1.0                 
CAVL318              1.0                 
CAVL321              1.0                 
CAVL322              1.0                 
CAVL323              1.0                 
CAVL324              1.0                 
CAVL325              1.0                 
CAVL326              1.0                 
CAVL327              1.0                 
CAVL328              1.0                 
CAVL331              1.0                 
CAVL332              1.0                 
CAVL333              1.0                 
CAVL334              1.0                 
CAVL335              1.0                 
CAVL336              1.0                 
CAVL337              1.0                 
CAVL338              1.0                 
CAVL341              1.0                 
CAVL342              1.0                 
CAVL343              1.0                 
CAVL344              1.0                 
CAVL345              1.0                 
CAVL346              1.0                 
CAVL347              1.0                 
CAVL348              1.0                 
CAVL351              1.0                 
CAVL352              1.0                 
CAVL353              1.0                 
CAVL354              1.0                 
CAVL355              1.0                 
CAVL356              1.0                 
CAVL357              1.0                 
CAVL358              1.0                 
TCX01B               1.0                 
TCYDG0               1.0                 
TCXDG0               1.0                 
L0A___               1.0                 
L0B___               1.0                 
TCAV0                1.0                 
K21_1B               0.5                 
K21_1C               0.25                
K21_1D               0.25                
L1X___               1.0                 
K21_3B               0.5                 
K21_3C               0.25                
K21_3D               0.25                
K21_4A               0.25                
K21_4B               0.25                
K21_4C               0.25                
K21_4D               0.25                
K21_5A               0.25                
K21_5B               0.25                
K21_5C               0.25                
K21_5D               0.25                
K21_6A               0.25                
K21_6B               0.25                
K21_6C               0.25                
K21_6D               0.25                
K21_7A               0.25                
K21_7B               0.25                
K21_7C               0.25                
K21_7D               0.25                
K21_8A               0.25                
K21_8B               0.25                
K21_8C               0.25                
K21_8D               0.25                
K22_1A               0.25                
K22_1B               0.25                
K22_1C               0.25                
K22_1D               0.25                
K22_2A               0.25                
K22_2B               0.25                
K22_2C               0.25                
K22_2D               0.25                
K22_3A               0.25                
K22_3B               0.25                
K22_3C               0.25                
K22_3D               0.25                
K22_4A               0.25                
K22_4B               0.25                
K22_4C               0.25                
K22_4D               0.25                
K22_5A               0.25                
K22_5B               0.25                
K22_5C               0.25                
K22_5D               0.25                
K22_6A               0.25                
K22_6B               0.25                
K22_6C               0.25                
K22_6D               0.25                
K22_7A               0.25                
K22_7B               0.25                
K22_7C               0.25                
K22_7D               0.25                
K22_8A               0.25                
K22_8B               0.25                
K22_8C               0.25                
K22_8D               0.25                
K23_1A               0.25                
K23_1B               0.25                
K23_1C               0.25                
K23_1D               0.25                
K23_2A               0.25                
K23_2B               0.25                
K23_2C               0.25                
K23_2D               0.25                
K23_3A               0.25                
K23_3B               0.25                
K23_3C               0.25                
K23_3D               0.25                
K23_4A               0.25                
K23_4B               0.25                
K23_4C               0.25                
K23_4D               0.25                
K23_5A               0.25                
K23_5B               0.25                
K23_5C               0.25                
K23_5D               0.25                
K23_6A               0.25                
K23_6B               0.25                
K23_6C               0.25                
K23_6D               0.25                
K23_7A               0.25                
K23_7B               0.25                
K23_7C               0.25                
K23_7D               0.25                
K23_8A               0.25                
K23_8B               0.25                
K23_8C               0.25                
K23_8D               0.25                
K24_1A               0.25                
K24_1B               0.25                
K24_1C               0.25                
K24_1D               0.25                
K24_2A               0.25                
K24_2B               0.25                
K24_2C               0.25                
K24_2D               0.25                
K24_3A               0.25                
K24_3B               0.25                
K24_3C               0.25                
K24_3D               0.25                
K24_4A               0.25                
K24_4B               0.25                
K24_4C               0.25                
K24_4D               0.25                
K24_5A               0.25                
K24_5B               0.25                
K24_5C               0.25                
K24_5D               0.25                
K24_6A               0.25                
K24_6B               0.25                
K24_6C               0.25                
K24_6D               0.25                
K25_1A               0.25                
K25_1B               0.25                
K25_1D               0.5                 
K25_2A               0.25                
K25_2B               0.25                
K25_2C               0.5                 
TCAV3                1.0                 
K25_3A               0.25                
K25_3B               0.25                
K25_3C               0.5                 
K25_4A               0.25                
K25_4B               0.25                
K25_4C               0.25                
K25_4D               0.25                
K25_5A               0.25                
K25_5B               0.25                
K25_5C               0.25                
K25_5D               0.25                
K25_6A               0.25                
K25_6B               0.25                
K25_6C               0.25                
K25_6D               0.25                
K25_7A               0.25                
K25_7B               0.25                
K25_7C               0.25                
K25_7D               0.25                
K25_8A               0.25                
K25_8B               0.25                
K25_8C               0.25                
K25_8D               0.25                
K26_1A               0.25                
K26_1B               0.25                
K26_1C               0.25                
K26_1D               0.25                
K26_2A               0.25                
K26_2B               0.25                
K26_2C               0.25                
K26_2D               0.25                
K26_3A               0.25                
K26_3B               0.25                
K26_3C               0.25                
K26_3D               0.25                
K26_4A               0.25                
K26_4B               0.25                
K26_4C               0.25                
K26_4D               0.25                
K26_5A               0.25                
K26_5B               0.25                
K26_5C               0.25                
K26_5D               0.25                
K26_6A               0.25                
K26_6B               0.25                
K26_6C               0.25                
K26_6D               0.25                
K26_7A               0.25                
K26_7B               0.25                
K26_7C               0.25                
K26_7D               0.25                
K26_8A               0.25                
K26_8B               0.25                
K26_8C               0.25                
K26_8D               0.25                
K27_1A               0.25                
K27_1B               0.25                
K27_1C               0.25                
K27_1D               0.25                
K27_2A               0.25                
K27_2B               0.25                
K27_2C               0.25                
K27_2D               0.25                
K27_3A               0.25                
K27_3B               0.25                
K27_3C               0.25                
K27_3D               0.25                
K27_4A               0.25                
K27_4B               0.25                
K27_4C               0.25                
K27_4D               0.25                
K27_5A               0.25                
K27_5B               0.25                
K27_5C               0.25                
K27_5D               0.25                
K27_6A               0.25                
K27_6B               0.25                
K27_6C               0.5                 
K27_7A               0.25                
K27_7B               0.25                
K27_7C               0.25                
K27_7D               0.25                
K27_8A               0.25                
K27_8B               0.25                
K27_8C               0.25                
K27_8D               0.25                
K28_1A               0.25                
K28_1B               0.25                
K28_1C               0.5                 
K28_2A               0.25                
K28_2B               0.25                
K28_2C               0.25                
K28_2D               0.25                
K28_3A               0.25                
K28_3B               0.25                
K28_3C               0.25                
K28_3D               0.25                
K28_4A               0.25                
K28_4B               0.25                
K28_4C               0.5                 
K28_5A               0.25                
K28_5B               0.25                
K28_5C               0.5                 
K28_6A               0.25                
K28_6B               0.25                
K28_6C               0.25                
K28_6D               0.25                
K28_7A               0.25                
K28_7B               0.25                
K28_7C               0.5                 
K28_8A               0.25                
K28_8B               0.25                
K28_8C               0.25                
K28_8D               0.25                
K29_1A               0.25                
K29_1B               0.25                
K29_1C               0.5                 
K29_2A               0.25                
K29_2B               0.25                
K29_2C               0.25                
K29_2D               0.25                
K29_3A               0.25                
K29_3B               0.25                
K29_3C               0.25                
K29_3D               0.25                
K29_4A               0.25                
K29_4B               0.25                
K29_4C               0.5                 
K29_5A               0.25                
K29_5B               0.25                
K29_5C               0.5                 
K29_6A               0.25                
K29_6B               0.25                
K29_6C               0.25                
K29_6D               0.25                
K29_7A               0.25                
K29_7B               0.25                
K29_7C               0.25                
K29_7D               0.25                
K29_8A               0.25                
K29_8B               0.25                
K29_8C               0.25                
K29_8D               0.25                
K30_1A               0.25                
K30_1B               0.25                
K30_1C               0.25                
K30_1D               0.25                
K30_2A               0.25                
K30_2B               0.25                
K30_2C               0.25                
K30_2D               0.25                
K30_3A               0.25                
K30_3B               0.25                
K30_3C               0.25                
K30_3D               0.25                
K30_4A               0.25                
K30_4B               0.25                
K30_4C               0.25                
K30_4D               0.25                
K30_5A               0.25                
K30_5B               0.25                
K30_5C               0.25                
K30_5D               0.25                
K30_6A               0.25                
K30_6B               0.25                
K30_6C               0.25                
K30_6D               0.25                
K30_7A               0.25                
K30_7B               0.25                
K30_7C               0.25                
K30_7D               0.25                
K30_8A               0.25                
K30_8B               0.25                
K30_8C               0.5                 
TCX01                1.0                 
TCX02                1.0                 
