3.000000000000000000e+00 1.000000000000000000e+00 1.318670114831100015e+01 3.380389385000599933e+00
3.578947368421052655e+00 1.000000000000000000e+00 1.367608414909100034e+01 4.631200467513600039e+00
4.157894736842105310e+00 1.000000000000000000e+00 1.452715542520500058e+01 5.880400050712800031e+00
4.736842105263157521e+00 1.000000000000000000e+00 1.553670810896599974e+01 7.133483657183999682e+00
5.315789473684210620e+00 1.000000000000000000e+00 1.663002226941599915e+01 8.391360844558400700e+00
5.894736842105263719e+00 1.000000000000000000e+00 1.777302010229799833e+01 9.653754353791899945e+00
6.473684210526315930e+00 1.000000000000000000e+00 1.894790965990399911e+01 1.092010208724200027e+01
7.052631578947368141e+00 1.000000000000000000e+00 2.014448735523399847e+01 1.218982473780100051e+01
7.631578947368421240e+00 1.000000000000000000e+00 2.135648073235899957e+01 1.346240305871200071e+01
8.210526315789474339e+00 1.000000000000000000e+00 2.257982151106299895e+01 1.473739340708899981e+01
8.789473684210527438e+00 1.000000000000000000e+00 2.381175576090199897e+01 1.601442336225199981e+01
9.368421052631578760e+00 1.000000000000000000e+00 2.505035298334799876e+01 1.729318185078199832e+01
9.947368421052631859e+00 1.000000000000000000e+00 2.629421992072800052e+01 1.857340879711799886e+01
1.052631578947368496e+01 1.000000000000000000e+00 2.754232594653199939e+01 1.985488591286999949e+01
1.110526315789473628e+01 1.000000000000000000e+00 2.879389237967900073e+01 2.113742898918399860e+01
1.168421052631578938e+01 1.000000000000000000e+00 3.004831999169299905e+01 2.242088161658299938e+01
1.226315789473684248e+01 1.000000000000000000e+00 3.130514017157599937e+01 2.370511012564000097e+01
1.284210526315789558e+01 1.000000000000000000e+00 3.256398120630299786e+01 2.498999952622400045e+01
1.342105263157894868e+01 1.000000000000000000e+00 3.382454448882199927e+01 2.627545024699200127e+01
1.400000000000000000e+01 1.000000000000000000e+00 3.508658740437400070e+01 2.756137551044900036e+01
3.000000000000000000e+00 1.075789473684210407e+00 1.316154791346500019e+01 3.380389385000599933e+00
3.578947368421052655e+00 1.075789473684210407e+00 1.364644404203600025e+01 4.631200467513600039e+00
4.157894736842105310e+00 1.075789473684210407e+00 1.449409317127699914e+01 5.880400050712800031e+00
4.736842105263157521e+00 1.075789473684210407e+00 1.550049774508699940e+01 7.133483657183999682e+00
5.315789473684210620e+00 1.075789473684210407e+00 1.659074922128899843e+01 8.391360844558400700e+00
5.894736842105263719e+00 1.075789473684210407e+00 1.773071141236200177e+01 9.653754353791899945e+00
6.473684210526315930e+00 1.075789473684210407e+00 1.890257165638200121e+01 1.092010208724200027e+01
7.052631578947368141e+00 1.075789473684210407e+00 2.009611858582900012e+01 1.218982473780100051e+01
7.631578947368421240e+00 1.075789473684210407e+00 2.130507690373200091e+01 1.346240305871200071e+01
8.210526315789474339e+00 1.075789473684210407e+00 2.252537749462500116e+01 1.473739340708899981e+01
8.789473684210527438e+00 1.075789473684210407e+00 2.375426642330999982e+01 1.601442336225199981e+01
9.368421052631578760e+00 1.075789473684210407e+00 2.498981351851999833e+01 1.729318185078199832e+01
9.947368421052631859e+00 1.075789473684210407e+00 2.623062596231699928e+01 1.857340879711799886e+01
1.052631578947368496e+01 1.075789473684210407e+00 2.747567358434899987e+01 1.985488591286999949e+01
1.110526315789473628e+01 1.075789473684210407e+00 2.872417813467200176e+01 2.113742898918399860e+01
1.168421052631578938e+01 1.075789473684210407e+00 2.997554077593200006e+01 2.242088161658299938e+01
1.226315789473684248e+01 1.075789473684210407e+00 3.122929324397399853e+01 2.370511012564000097e+01
1.284210526315789558e+01 1.075789473684210407e+00 3.248506413034200335e+01 2.498999952622400045e+01
1.342105263157894868e+01 1.075789473684210407e+00 3.374255509433500322e+01 2.627545024699200127e+01
