Solid Edge,AREA,KeyW,ELEMENT,Eng_Name,L_EFF,APER,ANGLE,K1,K2,TILT,E1,E2,H1,H2,ENERGY,SUML,X Coor,Y Coor,Z Coor,X Angle,Y Angle,Z Angle,RF_Frequency,RF_Amplitude,RF_Phase,RF_Gradient,RF_Power_Fraction,Z_Length,Fringe_Field_Integral,Integrated_Field_BL,Field_B,Integrated_Field_Gradient_GL,Field_Gradient_G,XAL_Scale_Name,XAL_Scale_Value,XAL_Polarity,Magnet_X_Coor,Magnet_Y_Coor,Magnet_Z_Coor,Magnet_X_Angle,Magnet_Y_Angle,Magnet_Z_Angle,Solenoid_Strength_KS,Undulator_Period_Length,Undulator_Strength_K,X_Size,Y_Size,Section,Distance_From_Section_Start,XAL_Keyword,S_Display
19,GUNB,BPM ,BPM1B,Stripline-4,0.0,,,,,,,,,,0.126099906E-2,0.48965,-9.555017,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,0.48965,BPM ,-9.555017
21,GUNB,IMON,IM01B,ICT,0.0,,,,,,,,,,0.126099906E-2,0.594692,-9.449975,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,0.594692,TORO,-9.449975
23,GUNB,XCOR,XC02B,LBNL-xy,0.0,,,,,,,,,,0.126099906E-2,0.6701,-9.374567,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,0.6701,XCOR,-9.374567
24,GUNB,YCOR,YC02B,LBNL-xy,0.0,,,,,,,,,,0.126099906E-2,0.6701,-9.374567,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,0.6701,YCOR,-9.374567
26,GUNB,LCAV,BUN1B,LBNL,0.21876,,,,,,,,,,0.12781586315E-2,0.809116,-9.235551,0.28,-0.99,0.0,0.0,0.0,1.3E3,0.393768,-84.999999996,1.8,1.0,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,0.809116,BNCH,-9.235551
29,GUNB,XCOR,XC03B,LBNL-xy,0.0,,,,,,,,,,0.1295318203E-2,0.9642,-9.080467,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,0.9642,XCOR,-9.080467
30,GUNB,YCOR,YC03B,LBNL-xy,0.0,,,,,,,,,,0.1295318203E-2,0.9642,-9.080467,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,0.9642,YCOR,-9.080467
32,GUNB,MARK,AM00B,,,,,,,,,,,,0.1295318203E-2,1.146001,-8.898666,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.146001,MARK,-8.898666
34,GUNB,XCOR,XC04B,LBNL-xy,0.0,,,,,,,,,,0.1295318203E-2,1.369,-8.675667,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.369,XCOR,-8.675667
35,GUNB,YCOR,YC04B,LBNL-xy,0.0,,,,,,,,,,0.1295318203E-2,1.369,-8.675667,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.369,YCOR,-8.675667
37,GUNB,PROF,YAG01B,YAG,0.0,,,,,,,,,,0.1295318203E-2,1.490314,-8.554353,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.490314,PROF,-8.554353
38,GUNB,PC  ,YAG01B_COLL,collimator,0.0,,,,,,,,,,0.1295318203E-2,1.490314,-8.554353,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,CATHODE TO DIAG0,1.490314,ECOL,-8.554353
39,GUNB,INST,YAG01B_FCUP,Faraday Cup,0.0,,,,,,,,,,0.1295318203E-2,1.490314,-8.554353,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.490314,INST,-8.554353
41,GUNB,QUAD,CQ02B,3.37Q1.2,0.0453,0.085598,,0.0,,0.0,,,,,0.1295318203E-2,1.570314,-8.474353,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,kG2T_Gdl2G,2.207505518764,-1.0,,,,,,,,,,,,CATHODE TO DIAG0,1.570314,QUAD,-8.474353
44,GUNB,SOLE,SOL2B,LBNL,0.0869,0.0475,,,,,,,,,0.1295318203E-2,1.64581,-8.398857,0.28,-0.99,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,kG2T_Bdl2B,1.150747986191,-1.0,,,,,,,0.0,,,,,CATHODE TO DIAG0,1.64581,SOLE,-8.398857
45,GUNB,QUAD,SQ02B,solenoid trim,0.0,0.0475,,0.0,,45.000000000146,,,,,0.1295318203E-2,1.64581,-8.398857,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,kG2T,0.1,-1.0,,,,,,,,,,,,CATHODE TO DIAG0,1.64581,QUAD,-8.398857
48,GUNB,INST,VV02B,,0.0,,,,,,,,,,0.1295318203E-2,1.78278,-8.261887,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.78278,INST,-8.261887
50,GUNB,BPM ,BPM2B,Stripline-4,0.0,,,,,,,,,,0.1295318203E-2,1.884224,-8.160443,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.884224,BPM ,-8.160443
52,GUNB,XCOR,XC05B,LBNL-xy,0.0,,,,,,,,,,0.1295318203E-2,1.888764,-8.155903,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.888764,XCOR,-8.155903
53,GUNB,YCOR,YC05B,LBNL-xy,0.0,,,,,,,,,,0.1295318203E-2,1.888764,-8.155903,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.888764,YCOR,-8.155903
55,GUNB,MARK,BLFU,,,,,,,,,,,,0.1295318203E-2,1.969609,-8.075058,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,1.969609,MARK,-8.075058
57,GUNB,INST,ENDGUNB,,,,,,,,,,,,0.1295318203E-2,2.052577,-7.99209,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,2.052577,MARK,-7.99209
58,L0B,INST,BEGL0B,,,,,,,,,,,,0.1295318203E-2,2.052577,-7.99209,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,2.052577,MARK,-7.99209
59,L0B,MARK,EC1,,,,,,,,,,,,0.1295318203E-2,2.052577,-7.99209,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,2.052577,MARK,-7.99209
61,L0B,MARK,CM01BEG,,,,,,,,,,,,0.1295318203E-2,2.545517,-7.49915,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,2.545517,MARK,-7.49915
64,L0B,LCAV,CAVL011,F1.3-19,1.037743,,,,,,,,,,0.45725888325E-2,3.342827,-6.70184,0.28,-0.99,0.0,0.0,0.0,1.3E3,6.558536543,-2.00000000016,6.320000754522,1.0,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,3.342827,BNCH,-6.70184
68,L0B,LCAV,CAVL012,F1.3-19,1.037743,,,,,,,,,,0.8620235511E-2,4.726427,-5.31824,0.28,-0.99,0.0,0.0,0.0,1.3E3,1.639634136,-20.0000000016,1.580000188871,1.0,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,4.726427,BNCH,-5.31824
72,L0B,LCAV,CAVL013,F1.3-19,1.037743,,,,,,,,,,0.01429759118,6.110027,-3.93464,0.28,-0.99,0.0,0.0,0.0,1.3E3,9.827427383,2.99999999988,9.470001130338,1.0,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,6.110027,BNCH,-3.93464
76,L0B,LCAV,CAVL014,F1.3-19,1.037743,,,,,,,,,,0.020198447795,7.493627,-2.55104,0.28,-0.99,0.0,0.0,0.0,1.3E3,2.018418306,-10.0000000008,1.945007873818,1.0,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,7.493627,BNCH,-2.55104
80,L0B,LCAV,CAVL015,F1.3-19,1.037744,,,,,,,,,,0.02980559272,8.877227,-1.16744,0.28,-0.99,0.0,0.0,0.0,1.3E3,17.226535858,0.0,16.59998598691,1.0,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,8.877227,BNCH,-1.16744000005
81,L0B,INST,CSP01,,0.0,,,,,,,,,,0.03213540272,9.017577,-1.02709,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,9.017577,INST,-1.02709
86,L0B,LCAV,CAVL016,F1.3-19,1.037743,,,,,,,,,,0.047032128575,10.260826999,0.21616,0.28,-0.99,0.0,0.0,0.0,1.3E3,17.22653586,0.0,16.600001985077,1.0,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,10.260826999,BNCH,0.21616
90,L0B,LCAV,CAVL017,F1.3-19,1.037743,,,,,,,,,,0.064256614705,11.644427,1.59976,0.28,-0.99,0.0,0.0,0.0,1.3E3,17.22653586,1.24999999992,16.600001985077,1.0,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,11.644427,BNCH,1.59976
94,L0B,LCAV,CAVL018,F1.3-19,1.037743,,,,,,,,,,0.081433916455,13.028027,2.98336,0.28,-0.99,0.0,0.0,0.0,1.3E3,17.22653586,6.0000000012,16.600001985077,1.0,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,13.028027,BNCH,2.98336
97,L0B,BPM ,CMB01,cryo F1.3-19,0.0,,,,,,,,,,0.09,13.839417,3.79475,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,13.839417,BPM ,3.79475
99,L0B,MARK,BEAM0,,,,,,,,,,,,0.09,13.958857,3.91419,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,13.958857,MARK,3.91419
101,L0B,QUAD,QCM01,cryo SPQA127,0.23,0.0762,,0.0,,0.0,,,,,0.09,14.103857,4.05919,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,kG2T_Gdl2G,0.434782608696,-1.0,,,,,,,,,,,,CATHODE TO DIAG0,14.103857,QUAD,4.05919
102,L0B,XCOR,XCM01,cryo F1.3-19,0.0,,,,,,,,,,0.09,14.103857,4.05919,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,14.103857,XCOR,4.05919
103,L0B,YCOR,YCM01,cryo F1.3-19,0.0,,,,,,,,,,0.09,14.103857,4.05919,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,14.103857,YCOR,4.05919
106,L0B,MARK,CM01END,,,,,,,,,,,,0.09,14.455717,4.41105,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,14.455717,MARK,4.41105
108,L0B,MARK,HOMCM.01,,,,,,,,,,,,0.09,14.621487,4.57682,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,14.621487,MARK,4.57682
110,L0B,MARK,ASTRA,,,,,,,,,,,,0.09,15.0,4.955333,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,15.0,MARK,4.955333
112,L0B,MARK,FC1,,,,,,,,,,,,0.09,16.345867,6.3012,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,16.345867,MARK,6.3012
114,L0B,MARK,BLF1,,,,,,,,,,,,0.09,16.434767,6.3901,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,16.434767,MARK,6.3901
116,L0B,MARK,VGL0BD,gauges,,,,,,,,,,,0.09,17.66666,7.621993,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,17.66666,MARK,7.621993
118,L0B,MARK,VPL0BD,differential,,,,,,,,,,,0.09,17.76826,7.723593,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,17.76826,MARK,7.723593
120,L0B,MARK,MSC0D,,,,,,,,,,,,0.09,17.924667,7.88,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,17.924667,MARK,7.88
121,L0B,INST,VVL0BD,gate valve,0.0,,,,,,,,,,0.09,17.924667,7.88,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,17.924667,INST,7.88
122,L0B,INST,ENDL0B,,,,,,,,,,,,0.09,17.924667,7.88,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,17.924667,MARK,7.88
123,HTR,INST,BEGHTR,,,,,,,,,,,,0.09,17.924667,7.88,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,17.924667,MARK,7.88
125,*HTR,BPM ,RFB0H00,CavityS-1,0.0,,,,,,,,,,0.09,18.174867,8.1302,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,18.174867,BPM ,8.1302
127,HTR,PC  ,PC0H00,tungsten,0.06,,,,,,,,,,0.09,18.260867,8.2162,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.012,CATHODE TO DIAG0,18.260867,ECOL,8.2162
129,HTR,QUAD,Q0H01,2Q4,0.1244,0.0538,,-6.52550774,,0.0,,,,,0.09,18.645042,8.600375,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,-2.43696614395,1.95897599996,kG2T_Gdl2G,0.8038585209,1.0,,,,,,,,,,,,CATHODE TO DIAG0,18.645042,QUAD,8.600375
130,HTR,BPM ,BPM0H01,Stripline-12,0.0,,,,,,,,,,0.09,18.645042,8.600375,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,18.645042,BPM ,8.600375
133,HTR,YCOR,YC0H01,class-6,0.0,,,,,,,,,,0.09,18.921191,8.876524,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,18.921191,YCOR,8.876524
135,HTR,QUAD,Q0H02,2Q4,0.1244,0.0538,,6.33502117,,0.0,,,,,0.09,19.19734,9.152673,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,2.365828488389,-1.90179138938,kG2T_Gdl2G,0.8038585209,-1.0,,,,,,,,,,,,CATHODE TO DIAG0,19.19734,QUAD,9.152673
138,HTR,XCOR,XC0H01,class-6,0.0,,,,,,,,,,0.09,19.464446,9.419779,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,19.464446,XCOR,9.419779
140,HTR,MARK,DP0H01,,,,,,,,,,,,0.09,20.375907,10.33124,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,20.375907,MARK,10.33124
142,HTR,MARK,DP0H02,,,,,,,,,,,,0.09,20.861555,10.816888,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,20.861555,MARK,10.816888
144,HTR,MARK,DP0H03,,,,,,,,,,,,0.09,22.938755,12.894088,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,22.938755,MARK,12.894088
146,HTR,XCOR,XC0H03,class-6,0.0,,,,,,,,,,0.09,23.233849,13.189182,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,23.233849,XCOR,13.189182
148,HTR,QUAD,Q0H03,2Q4,0.1244,0.0538,,-0.9477308499,,0.0,,,,,0.09,23.500955,13.456288,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,-0.353932304857,0.284511499082,kG2T_Gdl2G,0.8038585209,1.0,,,,,,,,,,,,CATHODE TO DIAG0,23.500955,QUAD,13.456288
151,HTR,YCOR,YC0H03,class-6,0.0,,,,,,,,,,0.09,23.768061,13.723394,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,23.768061,YCOR,13.723394
153,HTR,QUAD,Q0H04,2Q4,0.1244,0.0538,,-3.418410369,,0.0,,,,,0.09,24.035167,13.9905,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,-1.276613355972,1.026216524093,kG2T_Gdl2G,0.8038585209,1.0,,,,,,,,,,,,CATHODE TO DIAG0,24.035167,QUAD,13.9905
154,HTR,BPM ,BPM0H04,Stripline-12,0.0,,,,,,,,,,0.09,24.035167,13.9905,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,24.035167,BPM ,13.9905
157,*HTR,BPM ,RFB0H04,CavityS-1,0.0,,,,,,,,,,0.09,24.312167,14.2675,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,24.312167,BPM ,14.2675
159,HTR,PROF,OTR0H04,OTR,0.0,,,,,,,,,,0.09,24.345467,14.3008,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,24.345467,PROF,14.3008
160,HTR,PROF,OTR0H04_YAG,YAG,0.0,,,,,,,,,,0.09,24.345467,14.3008,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,24.345467,PROF,14.3008
162,HTR,WIRE,WS0H04,fast,0.0,,,,,,,,,,0.09,24.589167,14.5445,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,24.589167,WIRE,14.5445
164,HTR,BLMO,BZ0H04,gap/diode,0.0,,,,,,,,,,0.09,24.838367,14.7937,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,24.838367,BLMO,14.7937
166,HTR,QUAD,Q0H05,2Q4,0.1244,0.0538,,-7.013523767,,0.0,,,,,0.09,25.257467,15.2128,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,-2.619216871846,2.105479800519,kG2T_Gdl2G,0.8038585209,1.0,,,,,,,,,,,,CATHODE TO DIAG0,25.257467,QUAD,15.2128
167,HTR,BPM ,BPM0H05,Stripline-12,0.0,,,,,,,,,,0.09,25.257467,15.2128,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,25.257467,BPM ,15.2128
170,HTR,YCOR,YC0H05,class-6,0.0,,,,,,,,,,0.09,25.524573,15.479906,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,25.524573,YCOR,15.479906
172,HTR,QUAD,Q0H06,2Q4,0.1244,0.0538,,1.450322442,,0.0,,,,,0.09,25.791679,15.747012,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,0.541626311666,-0.435390925777,kG2T_Gdl2G,0.8038585209,-1.0,,,,,,,,,,,,CATHODE TO DIAG0,25.791679,QUAD,15.747012
175,HTR,XCOR,XC0H05,class-6,0.0,,,,,,,,,,0.09,26.058785,16.014118,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,26.058785,XCOR,16.014118
177,HTR,XCOR,XC0H07,class-6,0.0,,,,,,,,,,0.09,27.015049,16.970382,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,27.015049,XCOR,16.970382
179,HTR,QUAD,Q0H07,2Q4,0.1244,0.0538,,7.874726189,,0.0,,,,,0.09,27.282155,17.237488,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,2.940834932711,-2.364015219221,kG2T_Gdl2G,0.8038585209,-1.0,,,,,,,,,,,,CATHODE TO DIAG0,27.282155,QUAD,17.237488
182,HTR,YCOR,YC0H07,class-6,0.0,,,,,,,,,,0.09,27.549261,17.504594,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,27.549261,YCOR,17.504594
184,HTR,QUAD,Q0H08,2Q4,0.1244,0.0538,,-8.293357258,,0.0,,,,,0.09,27.816367,17.7717,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,-3.097173685588,2.489689457868,kG2T_Gdl2G,0.8038585209,1.0,,,,,,,,,,,,CATHODE TO DIAG0,27.816367,QUAD,17.7717
185,HTR,BPM ,BPM0H08,Stripline-12,0.0,,,,,,,,,,0.09,27.816367,17.7717,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,27.816367,BPM ,17.7717
188,*HTR,BPM ,RFB0H08,CavityS-1,0.0,,,,,,,,,,0.09,28.071967,18.0273,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,28.071967,BPM ,18.0273
190,HTR,MARK,LHBEGB,,,,,,,,,,,,0.09,28.247267,18.2026,0.28,-0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,28.247267,MARK,18.2026
191,HTR,BEND,BCXH1,5D3.9,0.12441,0.03,1.267025057578,0.0,,0.0,0.0,1.267025057578,,,0.09,28.30946827,18.2648,0.279656,-0.99,0.0,0.0,-0.011056,,,,,,0.124399860453,0.3887,0.066386133919,-0.053360769969,0.0,0.0,kG2T_Bdl2B,0.803793907242,-1.0,18.2648,0.279312,-0.99,0.0,0.0,0.0,,,,,,CATHODE TO DIAG0,28.30946827,XBEND,18.2648
194,HTR,BPM ,BPMH1,Stripline-8,0.0,,,,,,,,,,0.09,29.90947642,19.864423,0.244621,-0.99,0.0,0.0,-0.022114,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,29.90947642,BPM ,19.86442329
196,HTR,MARK,MIRLHU,laser inj/ext,,,,,,,,,,,0.09,30.28518499,20.24004,0.236313,-0.99,0.0,0.0,-0.022114,,,,,,,,,,,,,,,,,,,,,,,,,,CATHODE TO DIAG0,30.28518499,MARK,20.24004
198,HTR,BEND,BCXH2,5D3.9,0.12441,0.03,-1.267025057578,0.0,,0.0,-1.267025057578,0.0,,,0.09,31.69961827,21.654134,0.205381,-0.99,0.0,0.0,-0.011056,,,,,,0.124399860453,0.3887,-0.066386133919,0.053360769969,0.0,0.0,kG2T_Bdl2B,0.803793907242,1.0,21.654134,0.205725,-0.99,0.0,0.0,0.0,,,,,,CATHODE TO DIAG0,31.69961827,XBEND,21.65413379
